gvkey,cik,conm,Role,Source,Date,Time,Title,Content
3429,23795,CONSOLIDATED TOMOKA LAND CO,"CFO, Chief Financial Officer",,,,,
16775,24090,CITIZENS INC,"CEO, Chief Executive Officer",,,,,
16775,24090,CITIZENS INC,"CFO, Chief Financial Officer",,,,,
3465,24104,CONTINENTAL MATERIALS CORP,"CEO, Chief Executive Officer",,,,,
3465,24104,CONTINENTAL MATERIALS CORP,"CFO, Chief Financial Officer",,,,,
3502,24491,COOPER TIRE & RUBBER CO,"CEO, Chief Executive Officer",,,,,
3502,24491,COOPER TIRE & RUBBER CO,"CFO, Chief Financial Officer",,,,,
3505,24545,MOLSON COORS BREWING CO,"CEO, Chief Executive Officer",,,,,
3505,24545,MOLSON COORS BREWING CO,"CFO, Chief Financial Officer",,,,,
3532,24741,CORNING INC,"CEO, Chief Executive Officer",,,,,
3532,24741,CORNING INC,"CFO, Chief Financial Officer",,,,,
3552,25095,TRUE VALUE CO,"CEO, Chief Executive Officer",,,,,
3552,25095,TRUE VALUE CO,"CFO, Chief Financial Officer",,,,,
3556,25212,COURIER CORP,"CEO, Chief Executive Officer",,,,,
3556,25212,COURIER CORP,"CFO, Chief Financial Officer",,,,,
3562,25232,COUSINS PROPERTIES INC,"CEO, Chief Executive Officer",,,,,
3562,25232,COUSINS PROPERTIES INC,"CFO, Chief Financial Officer",,,,,
3580,25445,CRANE CO,"CEO, Chief Executive Officer",,,,,
3580,25445,CRANE CO,"CFO, Chief Financial Officer",,,,,
3581,25475,CRAWFORD & CO,"CEO, Chief Executive Officer",,,,,
3581,25475,CRAWFORD & CO,"CFO, Chief Financial Officer",,,,,
3591,25598,SPRINGLEAF FINANCE CORP,"CEO, Chief Executive Officer",,,,,
3591,25598,SPRINGLEAF FINANCE CORP,"CFO, Chief Financial Officer",,,,,
183322,25743,THERAPEUTICSMD INC,"CEO, Chief Executive Officer",,,,,
183322,25743,THERAPEUTICSMD INC,"CFO, Chief Financial Officer",,,,,
3622,25895,CROWN CRAFTS INC,"CEO, Chief Executive Officer",,,,,
3622,25895,CROWN CRAFTS INC,"CFO, Chief Financial Officer",,,,,
2577,26058,CTS CORP,"CEO, Chief Executive Officer",,,,,
2577,26058,CTS CORP,"CFO, Chief Financial Officer",,,,,
3639,26076,CUBIC CORP,"CEO, Chief Executive Officer",,,,,
3639,26076,CUBIC CORP,"CFO, Chief Financial Officer",,,,,
3650,26172,CUMMINS INC,"CEO, Chief Executive Officer",,,,,
3650,26172,CUMMINS INC,"CFO, Chief Financial Officer",,,,,
3662,26324,CURTISS-WRIGHT CORP,"CEO, Chief Executive Officer",,,,,
3662,26324,CURTISS-WRIGHT CORP,"CFO, Chief Financial Officer",,,,,
3734,26780,DANA INC,"CEO, Chief Executive Officer",,,,,
3734,26780,DANA INC,"CFO, Chief Financial Officer",,,,,
5327,26820,PHOENIX FOOTWEAR GROUP INC,"CEO, Chief Executive Officer",,,,,
5327,26820,PHOENIX FOOTWEAR GROUP INC,"CFO, Chief Financial Officer",,,,,
3813,27419,TARGET CORP,"CEO, Chief Executive Officer",,,,,
3813,27419,TARGET CORP,"CFO, Chief Financial Officer",,,,,
12612,27430,DAYTON POWER & LIGHT INC,"CEO, Chief Executive Officer",,,,,
12612,27430,DAYTON POWER & LIGHT INC,"CFO, Chief Financial Officer",,,,,
3836,27673,DEERE (JOHN) CAPITAL CORP,"CEO, Chief Executive Officer",,,,,
3836,27673,DEERE (JOHN) CAPITAL CORP,"CFO, Chief Financial Officer",,,,,
3839,27748,DGT HOLDINGS CORP,"CEO, Chief Executive Officer",,,,,
3839,27748,DGT HOLDINGS CORP,"CFO, Chief Financial Officer",,,,,
114789,27879,DELMARVA POWER & LIGHT CO,"CEO, Chief Executive Officer",,,,,
114789,27879,DELMARVA POWER & LIGHT CO,"CFO, Chief Financial Officer",,,,,
3851,27904,DELTA AIR LINES INC,"CEO, Chief Executive Officer",,,,,
3851,27904,DELTA AIR LINES INC,"CFO, Chief Financial Officer",,,,,
3863,27996,DELUXE CORP,"CEO, Chief Executive Officer",,,,,
3863,27996,DELUXE CORP,"CFO, Chief Financial Officer",,,,,
3895,28372,DETREX CORP,"CEO, Chief Executive Officer",,,,,
3895,28372,DETREX CORP,"CFO, Chief Financial Officer",,,,,
65089,28385,DETROIT EDISON CO,"CEO, Chief Executive Officer",,,,,
65089,28385,DETROIT EDISON CO,"CFO, Chief Financial Officer",,,,,
3231,28412,COMERICA INC,"CEO, Chief Executive Officer",,,,,
3231,28412,COMERICA INC,"CFO, Chief Financial Officer",,,,,
3908,28561,DEWEY ELECTRONICS CORP,"CEO, Chief Executive Officer",,,,,
3908,28561,DEWEY ELECTRONICS CORP,"CFO, Chief Financial Officer",,,,,
3946,28823,DIEBOLD NIXDORF INC,"CEO, Chief Executive Officer",,,,,
3946,28823,DIEBOLD NIXDORF INC,"CFO, Chief Financial Officer",,,,,
3964,28917,DILLARDS INC  ,"CEO, Chief Executive Officer",,,,,
3964,28917,DILLARDS INC  ,"CFO, Chief Financial Officer",,,,,
3969,29002,DIODES INC,"CEO, Chief Executive Officer",,,,,
3969,29002,DIODES INC,"CFO, Chief Financial Officer",,,,,
4001,29332,DIXIE GROUP INC,"CEO, Chief Executive Officer",,,,,
4001,29332,DIXIE GROUP INC,"CFO, Chief Financial Officer",,,,,
4016,29534,DOLLAR GENERAL CORP,"CEO, Chief Executive Officer",,,,,
4016,29534,DOLLAR GENERAL CORP,"CFO, Chief Financial Officer",,,,,
4036,29644,DONALDSON CO INC,"CEO, Chief Executive Officer",,,,,
4036,29644,DONALDSON CO INC,"CFO, Chief Financial Officer",,,,,
4040,29669,DONNELLEY (R R) & SONS CO,"CEO, Chief Executive Officer",,,,,
4040,29669,DONNELLEY (R R) & SONS CO,"CFO, Chief Financial Officer",,,,,
4052,29834,ESCALERA RESOURCES CO,"CEO, Chief Executive Officer",,,,,
4052,29834,ESCALERA RESOURCES CO,"CFO, Chief Financial Officer",,,,,
4058,29905,DOVER CORP,"CEO, Chief Executive Officer",,,,,
4058,29905,DOVER CORP,"CFO, Chief Financial Officer",,,,,
11409,29952,CHINA CHANGJIANG MINING & NE,"CEO, Chief Executive Officer",,,,,
11409,29952,CHINA CHANGJIANG MINING & NE,"CFO, Chief Financial Officer",,,,,
4066,29989,OMNICOM GROUP,"CEO, Chief Executive Officer",,,,,
4066,29989,OMNICOM GROUP,"CFO, Chief Financial Officer",,,,,
4091,30305,DUCOMMUN INC,"CEO, Chief Executive Officer",,,,,
4091,30305,DUCOMMUN INC,"CFO, Chief Financial Officer",,,,,
180942,30371,DUKE ENERGY CAROLINAS LLC,"CEO, Chief Executive Officer",,,,,
180942,30371,DUKE ENERGY CAROLINAS LLC,"CFO, Chief Financial Officer",,,,,
4087,30554,DU PONT (E I) DE NEMOURS,"CEO, Chief Executive Officer",,,,,
4087,30554,DU PONT (E I) DE NEMOURS,"CFO, Chief Financial Officer",,,,,
4108,30625,FLOWSERVE CORP,"CEO, Chief Executive Officer",,,,,
4108,30625,FLOWSERVE CORP,"CFO, Chief Financial Officer",,,,,
3708,30697,WENDY'S CO,"CEO, Chief Executive Officer",,,,,
3708,30697,WENDY'S CO,"CFO, Chief Financial Officer",,,,,
4130,30831,DYNASIL CORP OF AMERICA,"CEO, Chief Executive Officer",,,,,
4130,30831,DYNASIL CORP OF AMERICA,"CFO, Chief Financial Officer",,,,,
4186,31107,EASTERN CO,"CEO, Chief Executive Officer",,,,,
4186,31107,EASTERN CO,"CFO, Chief Financial Officer",,,,,
4194,31235,EASTMAN KODAK CO,"CEO, Chief Executive Officer",,,,,
4194,31235,EASTMAN KODAK CO,"CFO, Chief Financial Officer",,,,,
112774,31347,ECHELON CORP,"CEO, Chief Executive Officer",,,,,
112774,31347,ECHELON CORP,"CFO, Chief Financial Officer",,,,,
4213,31462,ECOLAB INC,"CEO, Chief Executive Officer",,,,,
4213,31462,ECOLAB INC,"CFO, Chief Financial Officer",,,,,
4225,31667,EDUCATIONAL DEVELOPMENT CORP,"CEO, Chief Executive Officer",,,,,
4225,31667,EDUCATIONAL DEVELOPMENT CORP,"CFO, Chief Financial Officer",,,,,
4145,31791,PERKINELMER INC,"CEO, Chief Executive Officer",,,,,
4145,31791,PERKINELMER INC,"CFO, Chief Financial Officer",,,,,
4241,31978,EL PASO ELECTRIC CO,"CEO, Chief Executive Officer",,,,,
4241,31978,EL PASO ELECTRIC CO,"CFO, Chief Financial Officer",,,,,
146212,31986,EL PASO NATURAL GAS CO,"CEO, Chief Executive Officer",,,,,
146212,31986,EL PASO NATURAL GAS CO,"CFO, Chief Financial Officer",,,,,
4273,32166,ELECTRO RENT CORP,"CEO, Chief Executive Officer",,,,,
4273,32166,ELECTRO RENT CORP,"CFO, Chief Financial Officer",,,,,
4321,32604,EMERSON ELECTRIC CO,"CEO, Chief Executive Officer",,,,,
4321,32604,EMERSON ELECTRIC CO,"CFO, Chief Financial Officer",,,,,
4322,32621,EMERSON RADIO CORP,"CEO, Chief Executive Officer",,,,,
4322,32621,EMERSON RADIO CORP,"CFO, Chief Financial Officer",,,,,
4331,32689,EMPIRE DISTRICT ELECTRIC CO,"CEO, Chief Executive Officer",,,,,
4331,32689,EMPIRE DISTRICT ELECTRIC CO,"CFO, Chief Financial Officer",,,,,
4390,33002,ENNIS INC,"CEO, Chief Executive Officer",,,,,
4390,33002,ENNIS INC,"CFO, Chief Financial Officer",,,,,
4412,33073,VISKASE COMPANIES INC,"CEO, Chief Executive Officer",,,,,
4412,33073,VISKASE COMPANIES INC,"CFO, Chief Financial Officer",,,,,
4415,33113,ENVIRONMENTAL TECTONICS CORP,"CEO, Chief Executive Officer",,,,,
4415,33113,ENVIRONMENTAL TECTONICS CORP,"CFO, Chief Financial Officer",,,,,
4423,33185,EQUIFAX INC,"CEO, Chief Executive Officer",,,,,
4423,33185,EQUIFAX INC,"CFO, Chief Financial Officer",,,,,
4430,33213,EQT CORP,"CEO, Chief Executive Officer",,,,,
4430,33213,EQT CORP,"CFO, Chief Financial Officer",,,,,
4448,33488,ESCALADE INC,"CEO, Chief Executive Officer",,,,,
4448,33488,ESCALADE INC,"CFO, Chief Financial Officer",,,,,
4450,33533,ESPEY MFG & ELECTRONICS CORP,"CEO, Chief Executive Officer",,,,,
4450,33533,ESPEY MFG & ELECTRONICS CORP,"CFO, Chief Financial Officer",,,,,
4460,33619,ESTERLINE TECHNOLOGIES CORP,"CEO, Chief Executive Officer",,,,,
4460,33619,ESTERLINE TECHNOLOGIES CORP,"CFO, Chief Financial Officer",,,,,
2282,33769,BOB EVANS FARMS,"CEO, Chief Executive Officer",,,,,
2282,33769,BOB EVANS FARMS,"CFO, Chief Financial Officer",,,,,
4485,33992,KINGSTONE COS INC,"CEO, Chief Executive Officer",,,,,
4485,33992,KINGSTONE COS INC,"CFO, Chief Financial Officer",,,,,
4497,34067,DMC GLOBAL INC,"CEO, Chief Executive Officer",,,,,
4497,34067,DMC GLOBAL INC,"CFO, Chief Financial Officer",,,,,
4503,34088,EXXON MOBIL CORP,"CEO, Chief Executive Officer",,,,,
4503,34088,EXXON MOBIL CORP,"CFO, Chief Financial Officer",,,,,
9048,34285,RELIABILITY INC,"CEO, Chief Executive Officer",,,,,
9048,34285,RELIABILITY INC,"CFO, Chief Financial Officer",,,,,
4560,34408,FAMILY DOLLAR STORES,"CEO, Chief Executive Officer",,,,,
4560,34408,FAMILY DOLLAR STORES,"CFO, Chief Financial Officer",,,,,
4579,34563,FARMER BROS CO,"CEO, Chief Executive Officer",,,,,
4579,34563,FARMER BROS CO,"CFO, Chief Financial Officer",,,,,
15199,34782,1ST SOURCE CORP,"CEO, Chief Executive Officer",,,,,
15199,34782,1ST SOURCE CORP,"CFO, Chief Financial Officer",,,,,
4605,34903,FEDERAL REALTY INVESTMENT TR,"CEO, Chief Executive Officer",,,,,
4605,34903,FEDERAL REALTY INVESTMENT TR,"CFO, Chief Financial Officer",,,,,
4607,34908,FEDERAL SCREW WORKS,"CEO, Chief Executive Officer",,,,,
4607,34908,FEDERAL SCREW WORKS,"CFO, Chief Financial Officer",,,,,
27939,34956,TENAX THERAPEUTICS INC,"CEO, Chief Executive Officer",,,,,
27939,34956,TENAX THERAPEUTICS INC,"CFO, Chief Financial Officer",,,,,
4622,35214,FERRO CORP,"CEO, Chief Executive Officer",,,,,
4622,35214,FERRO CORP,"CFO, Chief Financial Officer",,,,,
4640,35527,FIFTH THIRD BANCORP,"CEO, Chief Executive Officer",,,,,
4640,35527,FIFTH THIRD BANCORP,"CFO, Chief Financial Officer",,,,,
29101,36029,FIRST FINL BANKSHARES INC,"CEO, Chief Executive Officer",,,,,
29101,36029,FIRST FINL BANKSHARES INC,"CFO, Chief Financial Officer",,,,,
12796,36047,CORELOGIC INC,"CEO, Chief Executive Officer",,,,,
12796,36047,CORELOGIC INC,"CFO, Chief Financial Officer",,,,,
4723,36104,U S BANCORP,"CEO, Chief Executive Officer",,,,,
4723,36104,U S BANCORP,"CFO, Chief Financial Officer",,,,,
4685,36146,TRUSTMARK CORP,"CEO, Chief Executive Officer",,,,,
4685,36146,TRUSTMARK CORP,"CFO, Chief Financial Officer",,,,,
4699,36270,M & T BANK CORP,"CEO, Chief Executive Officer",,,,,
4699,36270,M & T BANK CORP,"CFO, Chief Financial Officer",,,,,
4707,36369,FIRST HARTFORD CORP,"CEO, Chief Executive Officer",,,,,
4707,36369,FIRST HARTFORD CORP,"CFO, Chief Financial Officer",,,,,
27665,36377,FIRST HAWAIIAN INC,"CEO, Chief Executive Officer",,,,,
27665,36377,FIRST HAWAIIAN INC,"CFO, Chief Financial Officer",,,,,
114880,36506,MACKINAC FINANCIAL CORP,"CEO, Chief Executive Officer",,,,,
114880,36506,MACKINAC FINANCIAL CORP,"CFO, Chief Financial Officer",,,,,
20059,36840,FIRST REAL ESTATE INV TR NJ,"CEO, Chief Executive Officer",,,,,
20059,36840,FIRST REAL ESTATE INV TR NJ,"CFO, Chief Financial Officer",,,,,
4737,36966,FIRST HORIZON NATIONAL CORP,"CEO, Chief Executive Officer",,,,,
4737,36966,FIRST HORIZON NATIONAL CORP,"CFO, Chief Financial Officer",,,,,
4740,37008,WINTHROP REALTY TRUST,"CEO, Chief Executive Officer",,,,,
4740,37008,WINTHROP REALTY TRUST,"CFO, Chief Financial Officer",,,,,
31593,37049,FIRST WEST VIRGINIA BANCORP,"CEO, Chief Executive Officer",,,,,
31593,37049,FIRST WEST VIRGINIA BANCORP,"CFO, Chief Financial Officer",,,,,
4771,37472,FLEXSTEEL INDUSTRIES INC,"CEO, Chief Executive Officer",,,,,
4771,37472,FLEXSTEEL INDUSTRIES INC,"CFO, Chief Financial Officer",,,,,
4798,37634,FLORIDA POWER & LIGHT CO,"CEO, Chief Executive Officer",,,,,
4798,37634,FLORIDA POWER & LIGHT CO,"CFO, Chief Financial Officer",,,,,
4799,37637,DUKE ENERGY FLORIDA INC,"CEO, Chief Executive Officer",,,,,
4799,37637,DUKE ENERGY FLORIDA INC,"CFO, Chief Financial Officer",,,,,
4510,37785,FMC CORP,"CEO, Chief Executive Officer",,,,,
4510,37785,FMC CORP,"CFO, Chief Financial Officer",,,,,
18049,37808,F N B CORP/FL,"CEO, Chief Executive Officer",,,,,
18049,37808,F N B CORP/FL,"CFO, Chief Financial Officer",,,,,
4839,37996,FORD MOTOR CO,"CEO, Chief Executive Officer",,,,,
4839,37996,FORD MOTOR CO,"CFO, Chief Financial Officer",,,,,
4840,38009,FORD MOTOR CREDIT CO LLC,"CEO, Chief Executive Officer",,,,,
4840,38009,FORD MOTOR CREDIT CO LLC,"CFO, Chief Financial Officer",,,,,
184262,38079,SABINE OIL & GAS CORP,"CEO, Chief Executive Officer",,,,,
184262,38079,SABINE OIL & GAS CORP,"CFO, Chief Financial Officer",,,,,
62262,38264,FORWARD INDUSTRIES INC,"CEO, Chief Executive Officer",,,,,
62262,38264,FORWARD INDUSTRIES INC,"CFO, Chief Financial Officer",,,,,
4881,38725,FRANKLIN ELECTRIC CO INC,"CEO, Chief Executive Officer",,,,,
4881,38725,FRANKLIN ELECTRIC CO INC,"CFO, Chief Financial Officer",,,,,
4885,38777,FRANKLIN RESOURCES INC,"CEO, Chief Executive Officer",,,,,
4885,38777,FRANKLIN RESOURCES INC,"CFO, Chief Financial Officer",,,,,
16878,38984,ELAH HOLDINGS INC,"CEO, Chief Executive Officer",,,,,
16878,38984,ELAH HOLDINGS INC,"CFO, Chief Financial Officer",,,,,
4900,39020,FREQUENCY ELECTRONICS INC,"CEO, Chief Executive Officer",,,,,
4900,39020,FREQUENCY ELECTRONICS INC,"CFO, Chief Financial Officer",,,,,
4903,39092,FRIEDMAN INDUSTRIES INC,"CEO, Chief Executive Officer",,,,,
4903,39092,FRIEDMAN INDUSTRIES INC,"CFO, Chief Financial Officer",,,,,
3643,39263,CULLEN/FROST BANKERS INC,"CEO, Chief Executive Officer",,,,,
3643,39263,CULLEN/FROST BANKERS INC,"CFO, Chief Financial Officer",,,,,
16890,39311,INDEPENDENT BANK CORP/MI,"CEO, Chief Executive Officer",,,,,
16890,39311,INDEPENDENT BANK CORP/MI,"CFO, Chief Financial Officer",,,,,
18467,39341,FUJITSU LTD,"CEO, Chief Executive Officer",,,,,
18467,39341,FUJITSU LTD,"CFO, Chief Financial Officer",,,,,
4926,39368,FULLER (H. B.) CO,"CEO, Chief Executive Officer",,,,,
4926,39368,FULLER (H. B.) CO,"CFO, Chief Financial Officer",,,,,
4936,39648,G&K SERVICES INC  ,"CEO, Chief Executive Officer",,,,,
4936,39648,G&K SERVICES INC  ,"CFO, Chief Financial Officer",,,,,
1906,39677,A V HOMES INC,"CEO, Chief Executive Officer",,,,,
1906,39677,A V HOMES INC,"CFO, Chief Financial Officer",,,,,
4988,39899,TEGNA INC,"CEO, Chief Executive Officer",,,,,
4988,39899,TEGNA INC,"CFO, Chief Financial Officer",,,,,
4990,39911,GAP INC,"CEO, Chief Executive Officer",,,,,
4990,39911,GAP INC,"CFO, Chief Financial Officer",,,,,
4941,40211,GATX CORP,"CEO, Chief Executive Officer",,,,,
4941,40211,GATX CORP,"CFO, Chief Financial Officer",,,,,
5046,40533,GENERAL DYNAMICS CORP,"CEO, Chief Executive Officer",,,,,
5046,40533,GENERAL DYNAMICS CORP,"CFO, Chief Financial Officer",,,,,
5047,40545,GENERAL ELECTRIC CO,"CEO, Chief Executive Officer",,,,,
5047,40545,GENERAL ELECTRIC CO,"CFO, Chief Financial Officer",,,,,
5048,40554,GENERAL ELECTRIC CAP CORP,"CEO, Chief Executive Officer",,,,,
5048,40554,GENERAL ELECTRIC CAP CORP,"CFO, Chief Financial Officer",,,,,
5050,40570,GEE GROUP INC,"CEO, Chief Executive Officer",,,,,
5050,40570,GEE GROUP INC,"CFO, Chief Financial Officer",,,,,
5071,40704,GENERAL MILLS INC,"CEO, Chief Executive Officer",,,,,
5071,40704,GENERAL MILLS INC,"CFO, Chief Financial Officer",,,,,
5072,40729,ALLY FINANCIAL INC,"CEO, Chief Executive Officer",,,,,
5072,40729,ALLY FINANCIAL INC,"CFO, Chief Financial Officer",,,,,
5018,40888,AEROJET ROCKETDYNE HOLDINGS,"CEO, Chief Executive Officer",,,,,
5018,40888,AEROJET ROCKETDYNE HOLDINGS,"CFO, Chief Financial Officer",,,,,
5125,40987,GENUINE PARTS CO,"CEO, Chief Executive Officer",,,,,
5125,40987,GENUINE PARTS CO,"CFO, Chief Financial Officer",,,,,
5135,41091,GEORGIA POWER,"CEO, Chief Executive Officer",,,,,
5135,41091,GEORGIA POWER,"CFO, Chief Financial Officer",,,,,
5179,41719,GLATFELTER,"CEO, Chief Executive Officer",,,,,
5179,41719,GLATFELTER,"CFO, Chief Financial Officer",,,,,
5210,42228,GOLDEN ENTERPRISES,"CEO, Chief Executive Officer",,,,,
5210,42228,GOLDEN ENTERPRISES,"CFO, Chief Financial Officer",,,,,
5218,42316,GOLDFIELD CORP,"CEO, Chief Executive Officer",,,,,
5218,42316,GOLDFIELD CORP,"CFO, Chief Financial Officer",,,,,
5234,42582,GOODYEAR TIRE & RUBBER CO,"CEO, Chief Executive Officer",,,,,
5234,42582,GOODYEAR TIRE & RUBBER CO,"CFO, Chief Financial Officer",,,,,
5237,42682,GORMAN-RUPP CO,"CEO, Chief Executive Officer",,,,,
5237,42682,GORMAN-RUPP CO,"CFO, Chief Financial Officer",,,,,
5252,42888,GRACO INC,"CEO, Chief Executive Officer",,,,,
5252,42888,GRACO INC,"CFO, Chief Financial Officer",,,,,
5284,43196,GRAY TELEVISION INC,"CEO, Chief Executive Officer",,,,,
5284,43196,GRAY TELEVISION INC,"CFO, Chief Financial Officer",,,,,
12994,43350,GAS NATURAL INC,"CEO, Chief Executive Officer",,,,,
12994,43350,GAS NATURAL INC,"CFO, Chief Financial Officer",,,,,
5338,43920,GREIF INC  ,"CEO, Chief Executive Officer",,,,,
5338,43920,GREIF INC  ,"CFO, Chief Financial Officer",,,,,
5385,44545,GULF POWER CO,"CEO, Chief Executive Officer",,,,,
5385,44545,GULF POWER CO,"CFO, Chief Financial Officer",,,,,
5387,44570,ENTERGY GULF STATES LA LLC,"CEO, Chief Executive Officer",,,,,
5387,44570,ENTERGY GULF STATES LA LLC,"CFO, Chief Financial Officer",,,,,
5439,45012,HALLIBURTON CO,"CEO, Chief Executive Officer",,,,,
5439,45012,HALLIBURTON CO,"CFO, Chief Financial Officer",,,,,
5496,45876,HARSCO CORP,"CEO, Chief Executive Officer",,,,,
5496,45876,HARSCO CORP,"CFO, Chief Financial Officer",,,,,
12545,45919,HARTE HANKS INC,"CEO, Chief Executive Officer",,,,,
12545,45919,HARTE HANKS INC,"CFO, Chief Financial Officer",,,,,
63736,45947,HARTFORD LIFE INSURANCE CO,"CEO, Chief Executive Officer",,,,,
63736,45947,HARTFORD LIFE INSURANCE CO,"CFO, Chief Financial Officer",,,,,
5518,46080,HASBRO INC,"CEO, Chief Executive Officer",,,,,
5518,46080,HASBRO INC,"CFO, Chief Financial Officer",,,,,
5520,46129,ALLIED MOTION TECHNOLOGIES,"CEO, Chief Executive Officer",,,,,
5520,46129,ALLIED MOTION TECHNOLOGIES,"CFO, Chief Financial Officer",,,,,
2005,46195,BANK OF HAWAII CORP,"CEO, Chief Executive Officer",,,,,
2005,46195,BANK OF HAWAII CORP,"CFO, Chief Financial Officer",,,,,
5525,46207,HAWAIIAN ELECTRIC CO,"CEO, Chief Executive Officer",,,,,
5525,46207,HAWAIIAN ELECTRIC CO,"CFO, Chief Financial Officer",,,,,
5530,46250,HAWKINS INC,"CEO, Chief Executive Officer",,,,,
5530,46250,HAWKINS INC,"CFO, Chief Financial Officer",,,,,
5567,46619,HEICO CORP,"CEO, Chief Executive Officer",,,,,
5567,46619,HEICO CORP,"CFO, Chief Financial Officer",,,,,
5581,46765,HELMERICH & PAYNE,"CEO, Chief Executive Officer",,,,,
5581,46765,HELMERICH & PAYNE,"CFO, Chief Financial Officer",,,,,
5597,47111,HERSHEY CO,"CEO, Chief Executive Officer",,,,,
5597,47111,HERSHEY CO,"CFO, Chief Financial Officer",,,,,
5606,47217,HP INC,"CEO, Chief Executive Officer",,,,,
5606,47217,HP INC,"CFO, Chief Financial Officer",,,,,
5621,47307,HICKOK INC  ,"CEO, Chief Executive Officer",,,,,
5621,47307,HICKOK INC  ,"CFO, Chief Financial Officer",,,,,
5639,47518,HILL-ROM HOLDINGS INC,"CEO, Chief Executive Officer",,,,,
5639,47518,HILL-ROM HOLDINGS INC,"CFO, Chief Financial Officer",,,,,
5650,47710,HITACHI LTD,"CEO, Chief Executive Officer",,,,,
5650,47710,HITACHI LTD,"CFO, Chief Financial Officer",,,,,
5667,48039,HOLLYFRONTIER CORP,"CEO, Chief Executive Officer",,,,,
5667,48039,HOLLYFRONTIER CORP,"CFO, Chief Financial Officer",,,,,
5690,48287,HNI CORP,"CEO, Chief Executive Officer",,,,,
5690,48287,HNI CORP,"CFO, Chief Financial Officer",,,,,
5709,48465,HORMEL FOODS CORP,"CEO, Chief Executive Officer",,,,,
5709,48465,HORMEL FOODS CORP,"CFO, Chief Financial Officer",,,,,
155969,48732,CENTERPOINT ENRG HOUSTON ELE,"CEO, Chief Executive Officer",,,,,
155969,48732,CENTERPOINT ENRG HOUSTON ELE,"CFO, Chief Financial Officer",,,,,
5764,48898,HUBBELL INC,"CEO, Chief Executive Officer",,,,,
5764,48898,HUBBELL INC,"CFO, Chief Financial Officer",,,,,
27914,49071,HUMANA INC,"CEO, Chief Executive Officer",,,,,
27914,49071,HUMANA INC,"CFO, Chief Financial Officer",,,,,
5786,49196,HUNTINGTON BANCSHARES,"CEO, Chief Executive Officer",,,,,
5786,49196,HUNTINGTON BANCSHARES,"CFO, Chief Financial Officer",,,,,
13994,49279,HUSKY ENERGY INC,"CEO, Chief Executive Officer",,,,,
13994,49279,HUSKY ENERGY INC,"CFO, Chief Financial Officer",,,,,
3134,49444,FAMILY ROOM ENTMT CORP,"CEO, Chief Executive Officer",,,,,
3134,49444,FAMILY ROOM ENTMT CORP,"CFO, Chief Financial Officer",,,,,
5808,49448,HYDRO QUEBEC,"CEO, Chief Executive Officer",,,,,
5808,49448,HYDRO QUEBEC,"CFO, Chief Financial Officer",,,,,
4193,49600,EASTGROUP PROPERTIES,"CEO, Chief Executive Officer",,,,,
4193,49600,EASTGROUP PROPERTIES,"CFO, Chief Financial Officer",,,,,
